id,fechaAlta,hora,anamnesis,fechaAlta,eog,tratamiento,Temperatura,Peso,referencia,notaCaja,atendidoPor,pendiente,aFuturo,fechaAlta,fechaAlta,mascotumId,referenciumId,clienteId
77,2023-10-16T14:12:56.000Z,14:12:56,"aparente cistitis 
incontinencia y hematuria
leve inflamación abdominal
estuvo con comportamiento de monta más marcado de lo normal 
previcox mientras realizamos orina completa",2023-10-16T14:12:56.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-10-16T14:12:56.000Z,2023-10-16T14:12:56.000Z,48,1,1325
78,2023-10-16T17:50:49.000Z,17:50:49,"Sin anamnesis",2023-10-16T17:50:49.000Z,EXAMEN,"Analisis de Laboratorio 0",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-10-16T17:50:49.000Z,2023-10-16T17:50:49.000Z,48,1,1325
79,2023-10-16T17:52:57.000Z,17:52:57,"se constata leuco ++ en orina. sedimento se observa abundante celularidad . algunos cristales amorfos
trato de comunicarme via telefónica pero no recibo respuesta . envío mail para comunicar resultado debe comenzar antibiótico",2023-10-16T17:52:57.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-10-16T17:52:57.000Z,2023-10-16T17:52:57.000Z,48,1,1325
80,2024-02-02T15:09:19.000Z,15:09:19,"Sin anamnesis",2024-02-02T15:09:19.000Z,"VACUNA. DESPARASITACION","Triple Felina. TORTRAZOL",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2024-02-02T15:09:19.000Z,2024-02-02T15:09:19.000Z,50,1,1325
81,2024-07-26T20:51:35.000Z,20:51:35,"Sin anamnesis",2024-07-26T20:51:35.000Z,DESPARASITACION,TOLTRAZOL,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2024-07-26T20:51:35.000Z,2024-07-26T20:51:35.000Z,52,1,1325
82,2024-08-06T20:17:35.000Z,20:17:35,"Sin anamnesis",2024-08-06T20:17:35.000Z,DESPARASITACION,TOLTRAZOL,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2024-08-06T20:17:35.000Z,2024-08-06T20:17:35.000Z,52,1,1325
83,2018-05-18T14:32:38.000Z,14:32:38,"Sin anamnesis",2018-05-18T14:32:38.000Z,VACUNA,SEXTUPLE,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-18T14:32:38.000Z,2018-05-18T14:32:38.000Z,54,1,1327
84,2018-07-06T15:23:48.000Z,15:23:48,"Fuerte dolor en MPI . cadera. 
tolfedine.tramadol.y glicosamino   inject
a domicilio previcox   tramadol (en la noche) y bioflexa",2018-07-06T15:23:48.000Z,"Consulta general","Sin tratamiento",0,38,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-07-06T15:23:48.000Z,2018-07-06T15:23:48.000Z,54,1,1327
85,2019-11-08T19:36:56.000Z,19:36:56,"Sin anamnesis",2019-11-08T19:36:56.000Z,VACUNA,Rabia,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-11-08T19:36:56.000Z,2019-11-08T19:36:56.000Z,54,1,1327
86,2018-05-18T14:36:36.000Z,14:36:36,"Sin anamnesis",2018-05-18T14:36:36.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-18T14:36:36.000Z,2018-05-18T14:36:36.000Z,56,1,1327
87,2018-06-14T20:00:37.000Z,20:00:37,"Sin anamnesis",2018-06-14T20:00:37.000Z,DESPARASITACION,MILBEMICINA,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-06-14T20:00:37.000Z,2018-06-14T20:00:37.000Z,56,1,1327
88,2018-05-21T14:44:49.000Z,14:44:49,"Sin anamnesis",2018-05-21T14:44:49.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-21T14:44:49.000Z,2018-05-21T14:44:49.000Z,61,1,1327
89,2019-11-11T18:48:12.000Z,18:48:12,"Sin anamnesis",2019-11-11T18:48:12.000Z,VACUNA,Rabia,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-11-11T18:48:12.000Z,2019-11-11T18:48:12.000Z,61,1,1327
90,2021-07-19T21:38:03.000Z,21:38:03,"Mc: heridas en MAD por mordedura de perro. se suturaron.

Tto: previcox 227mg: 3/4 comp por dia por 6 dias. clavaseptin 500mg: 3/4 comp cada 12 horas durante 10 dias",2021-07-19T21:38:03.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-07-19T21:38:03.000Z,2021-07-19T21:38:03.000Z,61,1,1327
91,2018-05-21T14:46:07.000Z,14:46:07,"Sin anamnesis",2018-05-21T14:46:07.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-21T14:46:07.000Z,2018-05-21T14:46:07.000Z,64,1,1327
92,2019-11-11T18:47:48.000Z,18:47:48,"Sin anamnesis",2019-11-11T18:47:48.000Z,VACUNA,Rabia,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-11-11T18:47:48.000Z,2019-11-11T18:47:48.000Z,64,1,1327
93,2018-05-21T14:52:07.000Z,14:52:07,"Sin anamnesis",2018-05-21T14:52:07.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-21T14:52:07.000Z,2018-05-21T14:52:07.000Z,73,1,1327
94,2019-11-08T19:43:17.000Z,19:43:17,"Sin anamnesis",2019-11-08T19:43:17.000Z,VACUNA,Rabia,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-11-08T19:43:17.000Z,2019-11-08T19:43:17.000Z,73,1,1327
95,2019-12-16T21:30:19.000Z,21:30:19,"OVARIECTOMIA S/P",2019-12-16T21:30:19.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-12-16T21:30:19.000Z,2019-12-16T21:30:19.000Z,73,1,1327
96,2018-05-22T13:56:10.000Z,13:56:10,"Sin anamnesis",2018-05-22T13:56:10.000Z,"VACUNA. DESPARASITACION","SEXTUPLE. GRANTELM",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-22T13:56:10.000Z,2018-05-22T13:56:10.000Z,75,1,1327
97,2019-05-11T19:25:52.000Z,19:25:52,"Se prestna ca consulta por lagrimeo excesivo.
se le realiza test de floueresceina dando positivo en el ojo izq contra el canto lateral.
se le envia ciprovet cada 8 hs y hialuronidato de sodio cada 12 hs.
Vuelve a control en 10 dias",2019-05-11T19:25:52.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-05-11T19:25:52.000Z,2019-05-11T19:25:52.000Z,75,1,1327
98,2019-11-11T18:48:36.000Z,18:48:36,"Sin anamnesis",2019-11-11T18:48:36.000Z,VACUNA,Rabia,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-11-11T18:48:36.000Z,2019-11-11T18:48:36.000Z,75,1,1327
99,2019-12-02T20:22:29.000Z,20:22:29,"PRESENTA DEFORMACION EN MAS EN ZONA DE LA ARTICULACION TIBIAL CON METATARSO...
SE OBSERVA INFECCION EN EL CALLO QUE SE OBSERVA EN LA ZONA Y UNA GRAN DERMATITIS EN LA ZONA.
SE LE ENVIA MELOXI POR 8 DIAS Y CLAVASEPTIN POR 10 DIAS",2019-12-02T20:22:29.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-12-02T20:22:29.000Z,2019-12-02T20:22:29.000Z,75,1,1327
100,2020-01-16T20:06:37.000Z,20:06:37,"SE PRESENTA POR LESIONES A NIVEL DE AMBOS CODOS. EL IZQUIERDO ESTA CON VARIAS HERIDAS (EN UNA DE ELAS SE OBSERVA UNA MIASIS)...
SE PROCEDE A ELIMINARLA Y SE LE ENVIA APLICARLE CURAMIC DOS VECES AL DIA
ADEMAS POR LA INFLAMACION QUE PRESENTA. SE LE ENVIA 2 RIMADYL CADA 12 HS POR 6 DIAS Y CEFALEXINA 500 4CP  CADA 12HS POR 10DIAS",2020-01-16T20:06:37.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-01-16T20:06:37.000Z,2020-01-16T20:06:37.000Z,75,1,1327
101,2020-12-26T21:48:23.000Z,21:48:23,"SE PRESENTA POR MIASIS A NIVEL DEL CODO DERECHO. SE LE REALIZA LIMPIEZA. SE LE DESINFECTA BIEN Y SE LE ENCUENTRA OTRA LESION A NIVEL DE LA MEJILLA DEL MISMO LADO
SE LE DA NEXGARD 2 CP 25-50 Y SE LE ENVIA MARBO POR 8 DIAS",2020-12-26T21:48:23.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-12-26T21:48:23.000Z,2020-12-26T21:48:23.000Z,75,1,1327
102,2021-07-26T19:18:36.000Z,19:18:36,"Sin anamnesis",2021-07-26T19:18:36.000Z,VACUNA,SEXTUPLE,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-07-26T19:18:36.000Z,2021-07-26T19:18:36.000Z,75,1,1327
103,2023-01-10T19:36:46.000Z,19:36:46,"Mc: cayos en codos con lesiones grandes. Se evidencia negrosis de tejido.

Tto: clavaseptin 500mg 2 comp cada 12 horas por 10 dias. previcox 227mg 2 comp por día por 5 dias. dipirona por 3 dias. Nexgard spectra y bactrovet. Higiene con clorhexidina y agua oxigenada. Control el viernes. posibilidad de desbridar.",2023-01-10T19:36:46.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-01-10T19:36:46.000Z,2023-01-10T19:36:46.000Z,75,1,1327
104,2023-01-13T17:07:45.000Z,17:07:45,"Continuar con atb volver el martes para retirar tejido",2023-01-13T17:07:45.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-01-13T17:07:45.000Z,2023-01-13T17:07:45.000Z,75,1,1327
105,2018-06-06T18:10:29.000Z,18:10:29,"Sin anamnesis",2018-06-06T18:10:29.000Z,VACUNA,Doble,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-06-06T18:10:29.000Z,2018-06-06T18:10:29.000Z,77,1,1327
106,2019-11-08T19:50:02.000Z,19:50:02,"Sin anamnesis",2019-11-08T19:50:02.000Z,VACUNA,SEXTUPLE,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-11-08T19:50:02.000Z,2019-11-08T19:50:02.000Z,81,1,1327
107,2020-01-10T21:15:36.000Z,21:15:36,"SE PRESENTA POR CLAUDICACION DEL MA. ANDA DETRAS DE EQUINOS Y JUGANDO TODO EL DIA. APARECIO ASI
NO PRESENTA FRACTURA. EL DOLOR ES A NIVEL DE LOS METACARPIANOS
SE LE ENVIA PREVICOX 57 MG POR 7 DIAS",2020-01-10T21:15:36.000Z,VACUNA,SEXTUPLE,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-01-10T21:15:36.000Z,2020-01-10T21:15:36.000Z,81,1,1327
108,2023-04-24T16:48:21.000Z,16:48:21,"Mc: perrito rescatado desde hace 1 semana.
Se evidencia una lesion vieja en dedos MAD. presenta una leve claudicación. Se realiza radiografia.",2023-04-24T16:48:21.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-04-24T16:48:21.000Z,2023-04-24T16:48:21.000Z,83,1,1327
109,2023-04-24T16:48:45.000Z,16:48:45,"Sin anamnesis",2023-04-24T16:48:45.000Z,VACUNA,SEXTUPLE,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-04-24T16:48:45.000Z,2023-04-24T16:48:45.000Z,83,1,1327
110,2018-05-18T15:55:00.000Z,15:55:00,"Sin anamnesis",2018-05-18T15:55:00.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-18T15:55:00.000Z,2018-05-18T15:55:00.000Z,85,1,1329
111,2018-08-18T18:25:48.000Z,18:25:48,"Sin anamnesis",2018-08-18T18:25:48.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-08-18T18:25:48.000Z,2018-08-18T18:25:48.000Z,85,1,1329
112,2018-09-17T20:08:17.000Z,20:08:17,"Sin anamnesis",2018-09-17T20:08:17.000Z,DESPARASITACION,"NEXGARD SPECTRA",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-09-17T20:08:17.000Z,2018-09-17T20:08:17.000Z,85,1,1329
113,2018-10-23T14:13:05.000Z,14:13:05,"Sin anamnesis",2018-10-23T14:13:05.000Z,DESPARASITACION,BRAVECTO,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-10-23T14:13:05.000Z,2018-10-23T14:13:05.000Z,85,1,1329
114,2018-10-23T14:13:05.000Z,14:13:05,"Sin anamnesis",2018-10-23T14:13:05.000Z,DESPARASITACION,BRAVECTO,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-10-23T14:13:05.000Z,2018-10-23T14:13:05.000Z,85,1,1329
115,2018-12-04T20:28:28.000Z,20:28:28,"OVARECTOMIA S/P",2018-12-04T20:28:28.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-12-04T20:28:28.000Z,2018-12-04T20:28:28.000Z,85,1,1329
116,2018-12-20T14:35:11.000Z,14:35:11,"Sin anamnesis",2018-12-20T14:35:11.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-12-20T14:35:11.000Z,2018-12-20T14:35:11.000Z,85,1,1329
117,2019-02-27T15:17:55.000Z,15:17:55,"Sin anamnesis",2019-02-27T15:17:55.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-02-27T15:17:55.000Z,2019-02-27T15:17:55.000Z,85,1,1329
118,2019-02-27T15:17:55.000Z,15:17:55,"Sin anamnesis",2019-02-27T15:17:55.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-02-27T15:17:55.000Z,2019-02-27T15:17:55.000Z,85,1,1329
119,2019-06-22T19:07:24.000Z,19:07:24,"pustula edematizada en zona perianal 
tratamiento medico
stomorgyl
prednisona",2019-06-22T19:07:24.000Z,"Consulta general","Sin tratamiento",368,12,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-06-22T19:07:24.000Z,2019-06-22T19:07:24.000Z,85,1,1329
120,2020-01-22T16:03:40.000Z,16:03:40,"Sin anamnesis",2020-01-22T16:03:40.000Z,VACUNA,Rabia,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-01-22T16:03:40.000Z,2020-01-22T16:03:40.000Z,85,1,1329
121,2020-01-22T16:06:23.000Z,16:06:23,"Sin anamnesis",2020-01-22T16:06:23.000Z,VACUNA,SEXTUPLE,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-01-22T16:06:23.000Z,2020-01-22T16:06:23.000Z,85,1,1329
122,2020-05-29T16:33:20.000Z,16:33:20,"Sin anamnesis",2020-05-29T16:33:20.000Z,VACUNA,KC,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-05-29T16:33:20.000Z,2020-05-29T16:33:20.000Z,85,1,1329
123,2020-11-16T19:37:10.000Z,19:37:10,"Mc comienza con decaimiento y hiporexia
Come pastos y algunas espigas a partir de ahí. comienza con estornudos invertidos y algunos vomitos quizás provocado por el intento de sacarles esos pastos
Llaman emergencia. y da antiinflamatorio.
Ahora se encuentra bien . algo aumentados los módulos submaxilares. resto sin particularidad.
Para regular se le administra meloxican y cerenia",2020-11-16T19:37:10.000Z,"Consulta general","Sin tratamiento",38,9,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-11-16T19:37:10.000Z,2020-11-16T19:37:10.000Z,85,1,1329
124,2021-08-21T19:17:56.000Z,19:17:56,"Sin anamnesis",2021-08-21T19:17:56.000Z,EXAMEN,"Analisis de Laboratorio 0",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-08-21T19:17:56.000Z,2021-08-21T19:17:56.000Z,86,1,1331
125,2021-08-19T12:00:00.000Z,12:00:00,"Diarrea crónico con empujes desde Nov 2020
Presenta decaimiento. anorexia y diarrea
8 % deshidratación. hipotensiom. distensión abdominal. periodontitis grado 4 y sarro abundante
Fluidoterapia potasio y complemento aminolite. cerenia. METABOLASE.
Atb gastroenteril",2021-08-19T12:00:00.000Z,"Consulta general","Sin tratamiento",37.5,1.6,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-08-19T12:00:00.000Z,2021-08-19T12:00:00.000Z,86,1,1331
126,2021-08-20T12:00:00.000Z,12:00:00,"Presenta mejoria. comió (paté g.i Monge). Presenta mayor distensión intestinal. succión positiva.
Ecografia abdominal presencia de líquido libre. hígado superficie volumen e imagen normal. enteritis. Resto s/p.
Se extrae sangre para Analisis 
Repito medicación",2021-08-20T12:00:00.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-08-20T12:00:00.000Z,2021-08-20T12:00:00.000Z,86,1,1331
127,2021-08-21T19:25:36.000Z,19:25:36,"Se presenta algo decaída
Menos distensión abdominal
Luego de Analisis se resuelve
Enzimax
Probioticos
DIETA
CONTROL siguiente semana",2021-08-21T19:25:36.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-08-21T19:25:36.000Z,2021-08-21T19:25:36.000Z,86,1,1331
128,2018-05-19T18:38:41.000Z,18:38:41,"Sin anamnesis",2018-05-19T18:38:41.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-19T18:38:41.000Z,2018-05-19T18:38:41.000Z,88,1,1337
129,2018-07-02T20:24:13.000Z,20:24:13,"Sin anamnesis",2018-07-02T20:24:13.000Z,DESPARASITACION,APRAX,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-07-02T20:24:13.000Z,2018-07-02T20:24:13.000Z,88,1,1337
130,2018-10-06T14:10:29.000Z,14:10:29,"Sin anamnesis",2018-10-06T14:10:29.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-10-06T14:10:29.000Z,2018-10-06T14:10:29.000Z,88,1,1337
131,2018-12-01T18:11:05.000Z,18:11:05,"Sin anamnesis",2018-12-01T18:11:05.000Z,DESPARASITACION,BRAVECTO,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-12-01T18:11:05.000Z,2018-12-01T18:11:05.000Z,88,1,1337
132,2019-05-02T17:10:51.000Z,17:10:51,"Sin anamnesis",2019-05-02T17:10:51.000Z,VACUNA,Cuadruple,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-05-02T17:10:51.000Z,2019-05-02T17:10:51.000Z,88,1,1337
133,2019-10-05T17:50:10.000Z,17:50:10,"Sin anamnesis",2019-10-05T17:50:10.000Z,DESPARASITACION,BRAVECTO,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-10-05T17:50:10.000Z,2019-10-05T17:50:10.000Z,88,1,1337
134,2019-11-16T13:35:58.000Z,13:35:58,"Sin anamnesis",2019-11-16T13:35:58.000Z,VACUNA,Rabia,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-11-16T13:35:58.000Z,2019-11-16T13:35:58.000Z,88,1,1337
135,2020-01-06T18:37:45.000Z,18:37:45,"Sin anamnesis",2020-01-06T18:37:45.000Z,DESPARASITACION,BRAVECTO,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-01-06T18:37:45.000Z,2020-01-06T18:37:45.000Z,88,1,1337
136,2020-05-02T17:17:08.000Z,17:17:08,"Sin anamnesis",2020-05-02T17:17:08.000Z,VACUNA,KC,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-05-02T17:17:08.000Z,2020-05-02T17:17:08.000Z,88,1,1337
137,2021-07-03T18:44:21.000Z,18:44:21,"Sin anamnesis",2021-07-03T18:44:21.000Z,EXAMEN,"Analisis de Laboratorio 0",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-07-03T18:44:21.000Z,2021-07-03T18:44:21.000Z,88,1,1337
138,2021-07-24T14:43:52.000Z,14:43:52,"Sin anamnesis",2021-07-24T14:43:52.000Z,EXAMEN,"Analisis de Laboratorio 0",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-07-24T14:43:52.000Z,2021-07-24T14:43:52.000Z,88,1,1337
139,2021-07-24T17:31:22.000Z,17:31:22,"Comienzo con tratamiento de T4
Índice debe llegar a 10",2021-07-24T17:31:22.000Z,"Consulta general","Sin tratamiento",38,12.5,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-07-24T17:31:22.000Z,2021-07-24T17:31:22.000Z,88,1,1337
140,2021-09-11T21:46:46.000Z,21:46:46,"Sin anamnesis",2021-09-11T21:46:46.000Z,EXAMEN,"Analisis de Laboratorio 0",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-09-11T21:46:46.000Z,2021-09-11T21:46:46.000Z,88,1,1337
141,2022-11-26T13:43:32.000Z,13:43:32,"Sin anamnesis",2022-11-26T13:43:32.000Z,VACUNA,SEXTUPLE,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2022-11-26T13:43:32.000Z,2022-11-26T13:43:32.000Z,88,1,1337
142,2024-07-08T17:45:41.000Z,17:45:41,"MC: Vino previamente por claudicacion en miembro anterior izquierdo
Se le indicó Previcox. comenzó con diarrea y cortó
El nota que claudica mas",2024-07-08T17:45:41.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2024-07-08T17:45:41.000Z,2024-07-08T17:45:41.000Z,90,1,1337
143,2018-06-15T15:18:58.000Z,15:18:58,"Sin anamnesis",2018-06-15T15:18:58.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-06-15T15:18:58.000Z,2018-06-15T15:18:58.000Z,93,1,1339
144,2018-06-13T17:23:31.000Z,17:23:31,"Sin anamnesis",2018-06-13T17:23:31.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-06-13T17:23:31.000Z,2018-06-13T17:23:31.000Z,95,1,1339
145,2018-06-15T15:19:38.000Z,15:19:38,"Sin anamnesis",2018-06-15T15:19:38.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-06-15T15:19:38.000Z,2018-06-15T15:19:38.000Z,95,1,1339
146,2018-05-22T13:42:03.000Z,13:42:03,"Sin anamnesis",2018-05-22T13:42:03.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-22T13:42:03.000Z,2018-05-22T13:42:03.000Z,98,1,1370
147,2018-06-13T20:27:51.000Z,20:27:51,"SE LE REALIZA LAPAROTOMIA EXPLORATORIA. ELIMINANDO EL BAZO YA QUE SE ENCUENTRA LA PRESENCIA DE TUMORACIONES (PESO 2.2 KG). QUEDAN MUESTRAS EN FORMOL ESPERANDO RESOLUCION DEL PROPIETARIO.",2018-06-13T20:27:51.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-06-13T20:27:51.000Z,2018-06-13T20:27:51.000Z,98,1,1370
148,2018-07-23T18:36:28.000Z,18:36:28,"Sin anamnesis",2018-07-23T18:36:28.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-07-23T18:36:28.000Z,2018-07-23T18:36:28.000Z,100,1,1370
149,2018-07-23T18:51:44.000Z,18:51:44,"PRESENTA PROBLEMAS PARA RESPIRAR Y ESTORNUDA.
SE AUSCULTAN PULMONES CON CONTENIDO.... SE LE ADMINISTRA. ENRO POR 10 DIAS Y SE LE DA UN INYECTABLE DE METILPREDNISOLONA.",2018-07-23T18:51:44.000Z,"Consulta general","Sin tratamiento",38.8,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-07-23T18:51:44.000Z,2018-07-23T18:51:44.000Z,103,1,1370
150,2018-09-11T17:25:47.000Z,17:25:47,"SE PRESENTA SIN GANAS DE COMER HACE 2 DIAS Y NO TOMA AGUA....
A LA AUSCULTACION PULMONES CON CONTENIDO Y 39.5 DE TEMP
SE LE ADMINISTRA DIPIRONA CADA 12 HS Y MARBO POR 10 DIAS",2018-09-11T17:25:47.000Z,"Consulta general","Sin tratamiento",39.5,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-09-11T17:25:47.000Z,2018-09-11T17:25:47.000Z,104,1,1370
